file_name,id,chunk_text,chunk_id
problem_statements.xlsx,SIH1498,"Title          Develop a Proctored exam tool for shortlisting... Description    The problem at hand is to develop an efficient...
Name: 26, dtype: object",0
problem_statements.xlsx,SIH1497,"Title                                         Student Innovation
Description    Challenges your creative minds to conceptualiz...
Name: 27, dtype: object",0
problem_statements.xlsx,SIH1496,"Title                                         Student Innovation
Description    Challenges your creative minds to conceptualiz...
Name: 28, dtype: object",0
problem_statements.xlsx,SIH1495,"Title                                         Student Innovation
Description    Ideas focused on the intelligent use of resour...
Name: 29, dtype: object",0
problem_statements.xlsx,SIH1494,"Title                                         Student Innovation
Description    Ideas that can boost fitness activities and as...
Name: 30, dtype: object",0
problem_statements.xlsx,SIH1493,"Title                                         Student Innovation
Description    Ideas that showcase the rich cultural heritage...
Name: 31, dtype: object",0
problem_statements.xlsx,SIH1492,"Title                                         Student Innovation
Description    Cutting-edge technology in these sectors conti...
Name: 32, dtype: object",0
problem_statements.xlsx,SIH1491,"Title                                         Student Innovation
Description    Developing solutions, keeping in mind the need...
Name: 33, dtype: object",0
problem_statements.xlsx,SIH1490,"Title                                         Student Innovation
Description    Creating intelligent devices to improve the co...
Name: 34, dtype: object",0
problem_statements.xlsx,SIH1489,"Title                                         Student Innovation
Description    Submit your ideas to address the growing press...
Name: 35, dtype: object",0
problem_statements.xlsx,SIH1488,"Title                                         Student Innovation
Description    There is a need to design drones and robots th...
Name: 36, dtype: object",0
problem_statements.xlsx,SIH1487,"Title                                         Student Innovation
Description    Solutions could be in the form of waste segreg...
Name: 37, dtype: object",0
problem_statements.xlsx,SIH1486,"Title                                         Student Innovation
Description    A solution/idea that can boost the current sit...
Name: 38, dtype: object",0
problem_statements.xlsx,SIH1485,"Title                                         Student Innovation
Description    Innovative ideas that help manage and generate...
Name: 39, dtype: object",0
problem_statements.xlsx,SIH1484,"Title                                         Student Innovation
Description    Provide ideas in a decentralized and distribut...
Name: 40, dtype: object",0
problem_statements.xlsx,SIH1483,"Title                                         Student Innovation
Description    Technology ideas in tertiary sectors like Hosp...
Name: 41, dtype: object",0
problem_statements.xlsx,SIH1482,"Title                                         Student Innovation
Description    Ideas focused on the intelligent use of resour...
Name: 42, dtype: object",0
problem_statements.xlsx,SIH1481,"Title                                         Student Innovation
Description    Ideas that can boost fitness activities and as...
Name: 43, dtype: object",0
problem_statements.xlsx,SIH1480,"Title                                         Student Innovation
Description    Ideas that showcase the rich cultural heritage...
Name: 44, dtype: object",0
problem_statements.xlsx,SIH1479,"Title                                         Student Innovation
Description    Cutting-edge technology in these sectors conti...
Name: 45, dtype: object",0
problem_statements.xlsx,SIH1478,"Title                                         Student Innovation
Description    Developing solutions, keeping in mind the need...
Name: 46, dtype: object",0
problem_statements.xlsx,SIH1477,"Title                                         Student Innovation
Description    Creating intelligent devices to improve the co...
Name: 47, dtype: object",0
problem_statements.xlsx,SIH1476,"Title                                         Student Innovation
Description    Submit your ideas to address the growing press...
Name: 48, dtype: object",0
problem_statements.xlsx,SIH1475,"Title                                         Student Innovation
Description    There is a need to design drones and robots th...
Name: 49, dtype: object",0
problem_statements.xlsx,SIH1474,"Title                                         Student Innovation
Description    Solutions could be in the form of waste segreg...
Name: 50, dtype: object",0
problem_statements.xlsx,SIH1473,"Title                                         Student Innovation
Description    A solution/idea that can boost the current sit...
Name: 51, dtype: object",0
problem_statements.xlsx,SIH1472,"Title                                         Student Innovation
Description    Innovative ideas that help manage and generate...
Name: 52, dtype: object",0
problem_statements.xlsx,SIH1471,"Title                                         Student Innovation
Description    Provide ideas in a decentralized and distribut...
Name: 53, dtype: object",0
problem_statements.xlsx,SIH1470,"Title                                         Student Innovation
Description    Technology ideas in tertiary sectors like Hosp...
Name: 54, dtype: object",0
problem_statements.xlsx,SIH1469,"Title                                         Student Innovation
Description    Disaster Management includes ideas related to ...
Name: 55, dtype: object",0
problem_statements.xlsx,SIH1468,"Title                                         Student Innovation
Description    Disaster Management includes ideas related to ...
Name: 56, dtype: object",0
problem_statements.xlsx,SIH1467,"Title                                         Student Innovation
Description    Smart Education, a Concept that Describes lear...
Name: 57, dtype: object",0
problem_statements.xlsx,SIH1466,"Title                                         Student Innovation
Description    Smart Education, a Concept that Describes lear...
Name: 58, dtype: object",0
problem_statements.xlsx,SIH1465,"Title          A unified portal for developing a model Curric... Description    The All India Council for Technical Education ...
Name: 59, dtype: object",0
problem_statements.xlsx,SIH1464,"Title          Design and Developed a personalized online mee... Description    In AICTE many online meetings are conducted to...
Name: 60, dtype: object",0
problem_statements.xlsx,SIH1463,"Title          Establishing a Server log system for E-governa... Description    A server log system, also known as a log manag...
Name: 61, dtype: object",0
problem_statements.xlsx,SIH1462,"Title          Awareness and Preparedness Towards Disaster Ma... Description    Disasters can strike anytime, anywhere, and ca...
Name: 62, dtype: object",0
problem_statements.xlsx,SIH1461,"Title          Cybersecurity Portal for Effective Management ... Description    The All India Council for Technical Education ...
Name: 63, dtype: object",0
problem_statements.xlsx,SIH1460,"Title          Integration of AI for Adaptive Learning for MC... Description    All India Council for Technical Education (AIC...
Name: 64, dtype: object",0
problem_statements.xlsx,SIH1459,"Title          Integration of Multiple Data-bases of AICTE in... Description    The All India Council for Technical Education ...
Name: 65, dtype: object",0
problem_statements.xlsx,SIH1458,"Title          AI Based - Designing of Assistive portal for S... Description    The All India Council for Technical Education ...
Name: 66, dtype: object",0
problem_statements.xlsx,SIH1457,"Title          Get Fit Faster with a High-Tech Tracker: Analy... Description    Description (Background, Detailed Description,...
Name: 67, dtype: object",0
problem_statements.xlsx,SIH1456,"Title          Speech to text transcription for Indian langua... Description    The problem entails transcription of audio fil...
Name: 68, dtype: object",0
problem_statements.xlsx,SIH1455,"Title          Efficient enumeration of URLs of active hidden... Description    The Onion Routing (TOR) is an overlay anonymou...
Name: 69, dtype: object",0
problem_statements.xlsx,SIH1454,"Title          Create an intelligent system using AI/ML to de... Description    Phishing attack is the most prevalent attack t...
Name: 70, dtype: object",0
problem_statements.xlsx,SIH1453,"Title          Investigation of vulnerabilities in implementa... Description    Internet Protocol Security (IPsec) is a widely...
Name: 71, dtype: object",0
problem_statements.xlsx,SIH1452,"Title              Develop Ransomware Readiness Assessment tool. Description    Ransomware is a type of malicious software des...
Name: 72, dtype: object",0
problem_statements.xlsx,SIH1451,"Title          Develop a AI/ML tool to detect whether a syste... Description    Early detection of a compromise of any compute...
Name: 73, dtype: object",0
problem_statements.xlsx,SIH1450,"Title          Develop and deploy a Large Language Model (LLM... Description    LLMs have been released by various entities / ...
Name: 74, dtype: object",0
problem_statements.xlsx,SIH1449,"Title          Design, develop and implement a software bill ... Description    SBOM stands for Software Bill of Material and ...
Name: 75, dtype: object",0
problem_statements.xlsx,SIH1448,"Title          Design of RF Up/Down-converter for signals usi... Description    Satellite communication happens mainly in high...
Name: 76, dtype: object",0
problem_statements.xlsx,SIH1447,"Title          Identification and Extraction of Forward Error... Description    FEC is an error correction mechanism with cert...
Name: 77, dtype: object",0
problem_statements.xlsx,SIH1446,"Title          Developing a GUI based hardening script for Ub... Description    Hardening of an operating system involves impl...
Name: 78, dtype: object",0
problem_statements.xlsx,SIH1445,"Title          De-anonymisation for monitoring and tracking o... Description    Whatever the darkest corner of diabolical huma...
Name: 79, dtype: object",0
problem_statements.xlsx,SIH1444,"Title          Students to use Autodesk Fusion 360 to researc... Description    Research and develop a design on “Smart Glass ...
Name: 80, dtype: object",0
problem_statements.xlsx,SIH1443,"Title          Students to use Autodesk Fusion 360 to researc... Description    Students are supposed to use Fusion 360 Softwa...
Name: 81, dtype: object",0
problem_statements.xlsx,SIH1442,"Title          Students to use Autodesk Fusion 360 to researc... Description    Research and redesign a conventional automotiv...
Name: 82, dtype: object",0
problem_statements.xlsx,SIH1441,"Title               Similar Document Template Matching Algorithm
Description    In our organization, we encounter a significan...
Name: 83, dtype: object",0
problem_statements.xlsx,SIH1440,Title          An application under which all rescue agencies... Description    To build such an application.,0
problem_statements.xlsx,SIH1440,"Description    To build such an application. there is need to...
Name: 84, dtype: object",1
problem_statements.xlsx,SIH1439,"Title              Robotics Device for Borewell Rescue Operation
Description    A robotics device for borewell rescue operatio...
Name: 85, dtype: object",0
problem_statements.xlsx,SIH1438,"Title          Virtual Reality-Based Training for CBRN Disast... Description    A virtual reality-based training for CBRN (Che...
Name: 86, dtype: object",0
problem_statements.xlsx,SIH1437,"Title          Development of suitable Software and Hardware ... Description    Main objective is to develop suitable software...
Name: 87, dtype: object",0
problem_statements.xlsx,SIH1436,"Title          Number of persons benefitted from using the Wa... Description    Creation / Rejuvenation of WHSs are one of the...
Name: 88, dtype: object",0
problem_statements.xlsx,SIH1435,"Title          Developing an algotithim / programme to measur... Description    With the objective to help achieve higher econ...
Name: 89, dtype: object",0
problem_statements.xlsx,SIH1434,"Title          Making career choices and AI based counselling... Description    The project team shall establish an interactiv...
Name: 90, dtype: object",0
problem_statements.xlsx,SIH1433,"Title          Mental health and well-being surveillance, ass... Description    Develop a model/software which will help stude...
Name: 91, dtype: object",0
problem_statements.xlsx,SIH1432,"Title          Identify slow learners for remedial teaching a... Description    Developed based on available assessment data f...
Name: 92, dtype: object",0
problem_statements.xlsx,SIH1431,"Title          Online personalized learning remediation/tutor... Description    Develop a model/software which will help stude...
Name: 93, dtype: object",0
problem_statements.xlsx,SIH1430,"Title          Lowest Cost Smart Board - A Seamless Teaching ... Description    Develop a smart board for students which will ...
Name: 94, dtype: object",0
problem_statements.xlsx,SIH1429,"Title          Develop a solution to identifo discrepancies i... Description    The task is to develop a solution that leverag...
Name: 95, dtype: object",0
problem_statements.xlsx,SIH1428,"Title          AR/VR based application which helps visualize ... Description    AR/VR technology based solution will help the ...
Name: 96, dtype: object",0
problem_statements.xlsx,SIH1427,"Title                                 Call for Toilet technology
Description    Swachh Bharat Mission (Grameen) promotes affor...
Name: 97, dtype: object",0
problem_statements.xlsx,SIH1426,"Title          Technological solutions for safe disposal of m... Description    With increase in education and awareness level...
Name: 98, dtype: object",0
problem_statements.xlsx,SIH1425,"Title          Technological solutions for Early decompositio... Description    In large parts of rural India, onsite treatmen...
Name: 99, dtype: object",0
problem_statements.xlsx,SIH1424,"Title          Call for low-cost desalination technology for ... Description    Desalination of seawater and brackish water wi...
Name: 100, dtype: object",0
problem_statements.xlsx,SIH1423,"Title          Web /Mobile based tool for mapping of Water su... Description    Jal Jeevan Mission was launched with the visio...
Name: 101, dtype: object",0
problem_statements.xlsx,SIH1422,"Title          Devise the method for identification of victim... Description    Description (Background): Avalanches can be ve...
Name: 102, dtype: object",0
problem_statements.xlsx,SIH1421,"Title          Novel Technologies for Early Detection and Mit... Description    Avalanche is a sudden downhill movement of sno...
Name: 103, dtype: object",0
problem_statements.xlsx,SIH1420,"Title          Lean module for reasoning about computational ... Description    Formalization of mathematics and computer scie...
Name: 104, dtype: object",0
problem_statements.xlsx,SIH1419,"Title              Robust human target detection and acquisition
Description    Robust human target detection and acquisition/...
Name: 105, dtype: object",0
problem_statements.xlsx,SIH1418,"Title                      Deep learning for terrain recognition
Description    Vision based methods using deep learning such ...
Name: 106, dtype: object",0
problem_statements.xlsx,SIH1417,"Title          AI-ML based intelligent de-smoking/de-hazing a... Description    Design and Development of AI-ML based intellig...
Name: 107, dtype: object",0
problem_statements.xlsx,SIH1416,"Title          AI based Automatic alarm generation and droppi... Description    Drones are currently being widely utilized in ...
Name: 108, dtype: object",0
problem_statements.xlsx,SIH1415,"Title          Development of motion amplification video tech... Description    Motion Amplification video (MAV) is a techniqu...
Name: 109, dtype: object",0
problem_statements.xlsx,SIH1414,"Title          Drone based Intelligent Magnetic sensing syste... Description    Most of the metallic objects are constructed o...
Name: 110, dtype: object",0
problem_statements.xlsx,SIH1413,"Title                                     Dak Ghar Niryat Kendra
Description    Dak Ghar Niryat Kendra (DNK) is an initiative ...
Name: 111, dtype: object",0
problem_statements.xlsx,SIH1412,"Title                      Data Compression for backbone network
Description    Developing a data compression system for a bac...
Name: 112, dtype: object",0
problem_statements.xlsx,SIH1411,"Title          Simulator system for counter Hijack and sky Ma... Description    Developing a simulator system for counter hija...
Name: 113, dtype: object",0
problem_statements.xlsx,SIH1410,"Title          Augmented/ Virtual reality system for the live... Description    Develop an Augmented Reality (AR) or Virtual R...
Name: 114, dtype: object",0
problem_statements.xlsx,SIH1409,"Title                                AI based IT training system
Description    Modern technology is changing rapidly and ever...
Name: 115, dtype: object",0
problem_statements.xlsx,SIH1408,"Title                                     IT System log analyzer
Description    CRPF units/offices and personnel are deployed ...
Name: 116, dtype: object",0
problem_statements.xlsx,SIH1407,Title          Chatbot based helpdesk for govt employees and ... Description    Govt.,0
problem_statements.xlsx,SIH1407,"Description    Govt. employees and departments need help in v...
Name: 117, dtype: object",1
problem_statements.xlsx,SIH1406,"Title          Development of Augmentative and Alternative Co... Description    communication is very important for exchanging...
Name: 118, dtype: object",0
problem_statements.xlsx,SIH1405,"Title          Develop therapy materials in Hindi for misarti... Description    Many treatments are available to treat misarti...
Name: 119, dtype: object",0
problem_statements.xlsx,SIH1404,"Title                        Low-cost Myoelectric Prosthetic Arm
Description    In India the cost of a new Myoelectric/Bionic ...
Name: 120, dtype: object",0
problem_statements.xlsx,SIH1403,"Title                               APP Based Digital Audiometer
Description    To know a person Hearing Loss, generally we us...
Name: 121, dtype: object",0
problem_statements.xlsx,SIH1402,"Title          Ear Electronic Device for Tinnitus Frequency F... Description    Various studies have shown that when a person ...
Name: 122, dtype: object",0
problem_statements.xlsx,SIH1394,"Title                                                Virtual Zoo
Description    Design software and hardware to display hologr...
Name: 123, dtype: object",0
problem_statements.xlsx,SIH1393,"Title                         Water and Electricity Tracking App
Description    A mobile application that helps you limit your...
Name: 124, dtype: object",0
problem_statements.xlsx,SIH1392,"Title                                   E-Waste Facility Locator
Description    Website that tells you the location of the nea...
Name: 125, dtype: object",0
problem_statements.xlsx,SIH1391,"Title                     Behavioural change monitoring software
Description    A software that allows the ministry to monitor...
Name: 126, dtype: object",0
problem_statements.xlsx,SIH1390,"Title                                      Pro Planet Person App
Description    A mobile application that tracks userÃƒÂ¢Ã¢â€š...
Name: 127, dtype: object",0
problem_statements.xlsx,SIH1389,"Title          To develop centralised information security .L... Description    Cyber intrusion attempts and cyber-attacks in ...
Name: 128, dtype: object",0
problem_statements.xlsx,SIH1388,"Title          Detection of Malwarei Trojan in softwares used... Description    The power system networks are getting automate...
Name: 129, dtype: object",0
problem_statements.xlsx,SIH1387,"Title          Detection of embedded Malware/ Trojan in hardw... Description    We know that the technology is changing fast a...
Name: 130, dtype: object",0
problem_statements.xlsx,SIH1386,"Title          Developing a software for dubbing of videos fr... Description    CIPAM is engaged in the creation of promotiona...
Name: 131, dtype: object",0
problem_statements.xlsx,SIH1385,"Title          Developing a software that can translate resou... Description    CIPAM is actively involved in furthering IPR a...
Name: 132, dtype: object",0
problem_statements.xlsx,SIH1384,"Title          Developing an interactive gaming software / mo... Description    One of the primary objectives of CIPAM is to c...
Name: 133, dtype: object",0
problem_statements.xlsx,SIH1383,"Title          Optimizing Doctor Availability and Appointment... Description    To develop a digital system that streamlines t...
Name: 134, dtype: object",0
problem_statements.xlsx,SIH1382,"Title                         Real-Time Vehicle Tracking system. Description    To develop a smart transportation system, whic...
Name: 135, dtype: object",0
problem_statements.xlsx,SIH1381,"Title          Analysis and identification of malicious mobil... Description    ln today's world, using different mobile appli...
Name: 136, dtype: object",0
problem_statements.xlsx,SIH1380,"Title          lntelligent chatbot to answer queries pertaini... Description    Substation Asset Maintenance includes various ...
Name: 137, dtype: object",0
problem_statements.xlsx,SIH1379,"Title          Vegetation measurement along the line corridor... Description    Solution is required for identifliing vegetati...
Name: 138, dtype: object",0
problem_statements.xlsx,SIH1378,"Title          Segregating and information on regulatory / Go... Description    For adhering to compliance of various procurem...
Name: 139, dtype: object",0
problem_statements.xlsx,SIH1377,"Title          Creation of Live Digital Twins for the power P... Description    The comprehensive model should be able to feed...
Name: 140, dtype: object",0
problem_statements.xlsx,SIH1376,"Title          Robotics for inspection of abrasion / corrosio... Description    Remotely Operated Vehicle (ROV)/Autonomous Und...
Name: 141, dtype: object",0
problem_statements.xlsx,SIH1375,"Title          Geo tagging of plantation in the catchment are... Description    The idea is to create a system that would keep...
Name: 142, dtype: object",0
problem_statements.xlsx,SIH1374,"Title                               Cloudburst prediction system
Description    analyzing meteorological parameters and weathe...
Name: 143, dtype: object",0
problem_statements.xlsx,SIH1373,"Title          One-stop solution for monitoring dairy plant e... Description    To provide a sustainable solution with regards...
Name: 144, dtype: object",0
problem_statements.xlsx,SIH1372,"Title          development of systems for effective Environme... Description    It is well established that development toward...
Name: 145, dtype: object",0
problem_statements.xlsx,SIH1371,"Title          Community Based Reporting and Monitoring Tool ... Description    Campuses of colleges and universities are mean...
Name: 146, dtype: object",0
problem_statements.xlsx,SIH1370,"Title          Real time monitoring of infrastructure develop... Description    Today, each sector, such as education, health,...
Name: 147, dtype: object",0
problem_statements.xlsx,SIH1369,"Title          Online integrated platform for projects taken ... Description    Innovation is the key to betterment of educati...
Name: 148, dtype: object",0
problem_statements.xlsx,SIH1368,"Title          Despite prohibition of hazardous cleaning of s... Description    Despite prohibition of hazardous cleaning of s...
Name: 149, dtype: object",0
problem_statements.xlsx,SIH1367,"Title          To develop a technical solution for enabling I... Description    To develop a technical solution for enabling I...
Name: 150, dtype: object",0
problem_statements.xlsx,SIH1366,"Title                           Centralised Nasha Mukti Database
Description    Details of counselling and De-Addiction interv...
Name: 151, dtype: object",0
problem_statements.xlsx,SIH1365,"Title          Online Blockchain based certificate generation... Description    Currently large no of training programs is org...
Name: 152, dtype: object",0
problem_statements.xlsx,SIH1364,"Title          Fake Social Media Profile detection and reporting
Description    The social life of everyone has become associa...
Name: 153, dtype: object",0
problem_statements.xlsx,SIH1363,"Title          Self-identifying the mental health status and ... Description    Considering the increasing burden of the menta...
Name: 154, dtype: object",0
problem_statements.xlsx,SIH1362,"Title              Student dropout analysis for school education
Description    Right to education is key concern for governme...
Name: 155, dtype: object",0
problem_statements.xlsx,SIH1361,"Title              Development of Small Scale Wind energy device
Description    Urban landscape and the physical challenges re...
Name: 156, dtype: object",0
problem_statements.xlsx,SIH1360,"Title          Price comparison of GeM products with other e-... Description    The problem at hand involves developing a cost...
Name: 157, dtype: object",0
problem_statements.xlsx,SIH1359,"Title          Contact center knowledge management tool with ... Description    The problem at hand involves developing a know...
Name: 158, dtype: object",0
problem_statements.xlsx,SIH1358,"Title             Image correctness for a product on marketplace
Description    This problem involves developing an image corr...
Name: 159, dtype: object",0
problem_statements.xlsx,SIH1357,"Title                Sentiment analysis of Social Media presence
Description    This problem involves developing a sentiment a...
Name: 160, dtype: object",0
problem_statements.xlsx,SIH1356,"Title           Sentiment Analysis of Incoming calls on helpdesk
Description    The problem at hand involves developing a sent...
Name: 161, dtype: object",0
problem_statements.xlsx,SIH1349,"Title          Using existing CCTV network for crowd manageme... Description    The Indian Railways is one of the largest rail...
Name: 162, dtype: object",0
problem_statements.xlsx,SIH1348,"Title          Natural language translation engine for announ... Description    Design ofa system to provide information in a ...
Name: 163, dtype: object",0
problem_statements.xlsx,SIH1347,"Title          A software that suggests drugs and formulation... Description    Ayurveda has a large database of single herbs,...
Name: 164, dtype: object",0
problem_statements.xlsx,SIH1346,"Title           Chatbot to Known Individual Prakriti (Phenotype)
Description    Ayurveda is a natural health care system that ...
Name: 165, dtype: object",0
problem_statements.xlsx,SIH1345,"Title                                       Startup-AYUSH Portal
Description    The key objective of the Startup AYUSH portal ...
Name: 166, dtype: object",0
problem_statements.xlsx,SIH1344,"Title          Al-based tool for preliminary diagnosis of Der... Description    The Global Burden of Disease project has shown...
Name: 167, dtype: object",0
problem_statements.xlsx,SIH1343,"Title          Identification of Different Medicinal Plants/R... Description    ndia, with a rich heritage of floral diversity...
Name: 168, dtype: object",0
problem_statements.xlsx,SIH1342,"Title          Development of a prototype instrument (sensor ... Description    Every herb used in the Ayurveda possesses some...
Name: 169, dtype: object",0
problem_statements.xlsx,SIH1341,"Title             PG dissertation Management System Description. Description    PG dissertation is the partial requirement for...
Name: 170, dtype: object",0
problem_statements.xlsx,SIH1340,"Title          Application for Assessment of Quality of Textb... Description    The medical students aiming to be good physici...
Name: 171, dtype: object",0
problem_statements.xlsx,SIH1339,"Title          Automation of drill core rock sample lithology... Description    The lithology of drilled core samples in explo...
Name: 172, dtype: object",0
problem_statements.xlsx,SIH1338,"Title          Unpredictable failure of poly pulleys along ca... Description    There are more than 18,000 nos.",0
problem_statements.xlsx,SIH1338,"Description    There are more than 18,000 nos. of poly pulley...
Name: 173, dtype: object",1
problem_statements.xlsx,SIH1337,"Title          unpredictable wear and tear of cable belt conv... Description    The 14.6 km long cable belt conveyor is suppor...
Name: 174, dtype: object",0
problem_statements.xlsx,SIH1336,"Title          Mines operation specially haulage of dumphers ... Description    Description: In case of Force majeure situatio...
Name: 175, dtype: object",0
problem_statements.xlsx,SIH1335,"Title          Dificulty in operating Heavy earth moving mach... Description    The Mine is located on a hill top over an alti...
Name: 176, dtype: object",0
problem_statements.xlsx,SIH1334,"Title          Software for intervention of speech sound diso... Description    Background: The majority of individuals with i...
Name: 177, dtype: object",0
problem_statements.xlsx,SIH1333,"Title          Udyog Saarthi App - (Progressive Web-based App... Description    Persons with disabilities in our country, desp...
Name: 178, dtype: object",0
problem_statements.xlsx,SIH1332,"Title          Hot metal, Steel Ladle, and Scrap pot Tracking... Description    The ladle is identified by the number painted ...
Name: 179, dtype: object",0
problem_statements.xlsx,SIH1331,"Title          A complete Digital Marketing solution for visi... Description    The Directorate of Publications Division (DPD)...
Name: 180, dtype: object",0
problem_statements.xlsx,SIH1330,"Title          Text to Video of various PIB Press Releases us... Description    Press Releases of the Press Information Bureau...
Name: 181, dtype: object",0
problem_statements.xlsx,SIH1329,"Title          360-degree feedback software for the Governmen... Description    The Press Information Bureau (PIB) is the noda...
Name: 182, dtype: object",0
problem_statements.xlsx,SIH1328,"Title          Call for cost-effective ways of making water s... Description    Jal Jeevan Mission was launched with the visio...
Name: 183, dtype: object",0
problem_statements.xlsx,SIH1327,"Title          Developing a system for Patient Care in the He... Description    As the demand for healthcare services continue...
Name: 184, dtype: object",0
problem_statements.xlsx,SIH1326,"Title          Ideate and implement a system to enhance the q... Description    Ideate and implement a system to enhance the q...
Name: 185, dtype: object",0
problem_statements.xlsx,SIH1325,"Title            AI Assisted Tele-medicine KIOSK for Rural India
Description    Health care in rural India is still an unresol...
Name: 186, dtype: object",0
problem_statements.xlsx,SIH1324,"Title          Air and water quality index and environment mo... Description    Considering the importance of air and water to...
Name: 187, dtype: object",0
problem_statements.xlsx,SIH1323,"Title                                Development of Smart Toilet
Description    Even in the most modern times, we are facing t...
Name: 188, dtype: object",0
problem_statements.xlsx,SIH1322,"Title                                  Domestic Waste Management
Description    Improper waste disposal not only contributes t...
Name: 189, dtype: object",0
problem_statements.xlsx,SIH1321,"Title          Compilation and Collection of optimum Level (v... Description    The chemical and petrochemical industries gene...
Name: 190, dtype: object",0
problem_statements.xlsx,SIH1320,"Title          In-cab smart guidance and support system for D... Description    Operating a dragline, a large excavation machi...
Name: 191, dtype: object",0
problem_statements.xlsx,SIH1319,"Title               Forecasting and scheduling of railway rakes. Description    At present rake supply is made by railway on a...
Name: 192, dtype: object",0
problem_statements.xlsx,SIH1318,Title          Analytics based on Govt. Land Information Syst...,0
problem_statements.xlsx,SIH1318,"Land Information Syst... Description    The Government Land Information System (GLIS) ...
Name: 193, dtype: object",1
problem_statements.xlsx,SIH1317,"Title          Development of a Digital Platform for multi-mo... Description    Coal transportation involves a complex network...
Name: 194, dtype: object",0
problem_statements.xlsx,SIH1316,"Title          Application of Image Analytics for Tree enumer... Description    When forest land needs to be diverted for deve...
Name: 195, dtype: object",0
problem_statements.xlsx,SIH1315,"Title          Development of a Telematic control unit for ca... Description    Many businesses rely on telemetry data from ve...
Name: 196, dtype: object",0
